,aeid,acid,assay_component_endpoint_name,export_ready,internal_ready,assay_component_endpoint_desc,assay_function_type,normalized_data_type,burst_assay,key_positive_control,signal_direction,intended_target_type,intended_target_type_sub,intended_target_family,intended_target_family_sub,fit_all,cell_viability_assay,data_usability,n_chemicals,n_chemicals_no_chid,aid,assay_component_name,assay_component_desc,assay_component_target_desc,parameter_readout_type,assay_design_type,assay_design_type_sub,biological_process_target,detection_technology_type,detection_technology_type_sub,detection_technology,key_assay_reagent_type,key_assay_reagent,technological_target_type,technological_target_type_sub,asid,assay_name,assay_desc,timepoint_hr,organism_id,organism,tissue,cell_format,cell_free_component_source,cell_short_name,cell_growth_mode,assay_footprint,assay_format_type,assay_format_type_sub,content_readout_type,dilution_solvent,dilution_solvent_percent_max,fate,n_valid_hitcall_c,n_hitcall_c_hit,n_hitcall_c_nohit
1159,2510,2479,CCTE_Shafer_MEA_dev_network_spike_number,1,1,"Data from the assay component CCTE_Shafer_MEA_dev_network_spike_number was analyzed into 1 assay endpoint. This assay endpoint, CCTE_Shafer_MEA_dev_network_spike_number, was analyzed in the negative analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of functional reporter, gain or loss-of-signal activity can be used to understand electrical activity.",electrical activity,percent_activity,0,,bidirectional,extracellular,action potential,neurodevelopment,neural network function: network connectivity,0,0,1,396,1683,573,CCTE_Shafer_MEA_dev_network_spike_number,"CCTE_Shafer_MEA_dev_network_spike_number is 1 of 19 assay components of the CCTE_Shafer_MEA_dev assay. It measures the number of network spikes (temporally-clustered groups of action potential firing across multiple electrodes) during a recording in a microelectrode array (MEA) using Axion Biosystems Maestro 768 channel amplifier with the AxIS adaptive spike detector. To collapse across multiple recordings made on days post-plating 5, 7, 9 and 12, the trapezoidal area-under-the-curve of the component is calculated.",The number of network spikes is a measure of the network connectivity. Changes in the number of network spikes are indicative of changes in coordinated neural network activity.,single,functional reporter,electrical activity,functional neural network activity,microelectrode array (MEA),"extracellular measurements of action potential â€œspikesâ€ and groups of spikes, or burstsÂ ",Axion Biosystems Maestro 768 channel amplifier with the AxIS adaptive spike detector ,,,cellular,electrical activity,20,CCTE_Shafer_MEA_dev,"CCTE_Shafer_MEA_dev assay is conducted using Axion Biosystems 48 well microelectrode array (MEA) plates and Maestro recording system. Each well of the MEA plate contains a grid of 16 microelectrodes embedded in the culture surface. Electrically active cells, such as neurons, can be cultured over the electrodes, and electrical activity in these cells can be recorded extracellularly. The spontaneous firing of neurons is captured from each electrode on a microsecond timescale providing both temporally and spatially precise data. Because the recordings do not impact the health of the cells, multiple recordings can be made from the same neural network over time in culture. The CCTE_Shafer_MEA_dev assay uses primary cultures of rat cortical neurons. Recordings are made on days post-plating 5, 7, 9 and 12. As these cultures mature over time, neural networks develop functional activity and form cohesive networks in which electrical activity can be highly coordinated. ",0.25,10116.0,rat,cortical,primary cell,,primary cortical cell culture,adherent,microplate: 48-well plate,cell-based,cell-based format,multiplexed,"DMSO, water, or ethanol",0.2,Selected assays,330.0,71.0,259.0
1160,2512,2480,CCTE_Shafer_MEA_dev_network_spike_peak,1,1,"Data from the assay component CCTE_Shafer_MEA_dev_network_spike_peak was analyzed into 1 assay endpoint. This assay endpoint, CCTE_Shafer_MEA_dev_network_spike_peak, was analyzed in the negative analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of functional reporter, gain or loss-of-signal activity can be used to understand electrical activity.",electrical activity,percent_activity,0,,bidirectional,extracellular,action potential,neurodevelopment,neural network function: network connectivity,0,0,1,396,1683,573,CCTE_Shafer_MEA_dev_network_spike_peak,"CCTE_Shafer_MEA_dev_network_spike_peak is 1 of 19 assay components of the CCTE_Shafer_MEA_dev assay. It measures the average number of electrodes participating at the peak of a network spike (the peak of a temporally-clustered group of action potential firing across multiple electrodes) during a recording in a microelectrode array (MEA) using Axion Biosystems Maestro 768 channel amplifier with the AxIS adaptive spike detector. To collapse across multiple recordings made on days post-plating 5, 7, 9 and 12, the trapezoidal area-under-the-curve of the component is calculated.",The network spike peak is a measure of the network connectivity. Changes in the network spike peak are indicative of changes in coordinated neural network activity.,single,functional reporter,electrical activity,functional neural network activity,microelectrode array (MEA),"extracellular measurements of action potential â€œspikesâ€ and groups of spikes, or burstsÂ ",Axion Biosystems Maestro 768 channel amplifier with the AxIS adaptive spike detector ,,,cellular,electrical activity,20,CCTE_Shafer_MEA_dev,"CCTE_Shafer_MEA_dev assay is conducted using Axion Biosystems 48 well microelectrode array (MEA) plates and Maestro recording system. Each well of the MEA plate contains a grid of 16 microelectrodes embedded in the culture surface. Electrically active cells, such as neurons, can be cultured over the electrodes, and electrical activity in these cells can be recorded extracellularly. The spontaneous firing of neurons is captured from each electrode on a microsecond timescale providing both temporally and spatially precise data. Because the recordings do not impact the health of the cells, multiple recordings can be made from the same neural network over time in culture. The CCTE_Shafer_MEA_dev assay uses primary cultures of rat cortical neurons. Recordings are made on days post-plating 5, 7, 9 and 12. As these cultures mature over time, neural networks develop functional activity and form cohesive networks in which electrical activity can be highly coordinated. ",0.25,10116.0,rat,cortical,primary cell,,primary cortical cell culture,adherent,microplate: 48-well plate,cell-based,cell-based format,multiplexed,"DMSO, water, or ethanol",0.2,Selected assays,321.0,123.0,198.0
1161,2514,2481,CCTE_Shafer_MEA_dev_spike_duration_mean,1,1,"Data from the assay component CCTE_Shafer_MEA_dev_spike_duration_mean was analyzed into 1 assay endpoint. This assay endpoint, CCTE_Shafer_MEA_dev_spike_duration_mean, was analyzed in the negative analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of functional reporter, gain or loss-of-signal activity can be used to understand electrical activity.",electrical activity,percent_activity,0,,bidirectional,extracellular,action potential,neurodevelopment,neural network function: network connectivity,0,0,1,396,1683,573,CCTE_Shafer_MEA_dev_spike_duration_mean,"CCTE_Shafer_MEA_dev_spike_duration_mean is 1 of 19 assay components of the CCTE_Shafer_MEA_dev assay. It measures the average duration of network spikes (temporally-clustered groups of action potential firing across multiple electrodes) during a recording in a microelectrode array (MEA) using Axion Biosystems Maestro 768 channel amplifier with the AxIS adaptive spike detector. To collapse across multiple recordings made on days post-plating 5, 7, 9 and 12, the trapezoidal area-under-the-curve of the component is calculated.",The mean network spike duration is a measure of the network connectivity. Changes in the mean network spike duration are indicative of changes in coordinated neural network activity.,single,functional reporter,electrical activity,functional neural network activity,microelectrode array (MEA),"extracellular measurements of action potential â€œspikesâ€ and groups of spikes, or burstsÂ ",Axion Biosystems Maestro 768 channel amplifier with the AxIS adaptive spike detector ,,,cellular,electrical activity,20,CCTE_Shafer_MEA_dev,"CCTE_Shafer_MEA_dev assay is conducted using Axion Biosystems 48 well microelectrode array (MEA) plates and Maestro recording system. Each well of the MEA plate contains a grid of 16 microelectrodes embedded in the culture surface. Electrically active cells, such as neurons, can be cultured over the electrodes, and electrical activity in these cells can be recorded extracellularly. The spontaneous firing of neurons is captured from each electrode on a microsecond timescale providing both temporally and spatially precise data. Because the recordings do not impact the health of the cells, multiple recordings can be made from the same neural network over time in culture. The CCTE_Shafer_MEA_dev assay uses primary cultures of rat cortical neurons. Recordings are made on days post-plating 5, 7, 9 and 12. As these cultures mature over time, neural networks develop functional activity and form cohesive networks in which electrical activity can be highly coordinated. ",0.25,10116.0,rat,cortical,primary cell,,primary cortical cell culture,adherent,microplate: 48-well plate,cell-based,cell-based format,multiplexed,"DMSO, water, or ethanol",0.2,Selected assays,336.0,118.0,218.0
1162,2516,2482,CCTE_Shafer_MEA_dev_network_spike_duration_std,1,1,"Data from the assay component CCTE_Shafer_MEA_dev_network_spike_duration_std was analyzed into 1 assay endpoint. This assay endpoint, CCTE_Shafer_MEA_dev_network_spike_duration_std, was analyzed in the negative analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of functional reporter, gain or loss-of-signal activity can be used to understand electrical activity.",electrical activity,percent_activity,0,,bidirectional,extracellular,action potential,neurodevelopment,neural network function: network connectivity,0,0,1,396,1683,573,CCTE_Shafer_MEA_dev_network_spike_duration_std,"CCTE_Shafer_MEA_dev_network_spike_duration_std is 1 of 19 assay components of the CCTE_Shafer_MEA_dev assay. It measures the standard deviation of the duration of network spikes (temporally-clustered groups of action potential firing across multiple electrodes) during a recording in a microelectrode array (MEA) using Axion Biosystems Maestro 768 channel amplifier with the AxIS adaptive spike detector. To collapse across multiple recordings made on days post-plating 5, 7, 9 and 12, the trapezoidal area-under-the-curve of the component is calculated.",The standard deviation of network spike duration is a measure of network connectivity. Changes in the standard deviation of network spike duration are indicative of changes in coordinated neural network activity.,single,functional reporter,electrical activity,functional neural network activity,microelectrode array (MEA),"extracellular measurements of action potential â€œspikesâ€ and groups of spikes, or burstsÂ ",Axion Biosystems Maestro 768 channel amplifier with the AxIS adaptive spike detector ,,,cellular,electrical activity,20,CCTE_Shafer_MEA_dev,"CCTE_Shafer_MEA_dev assay is conducted using Axion Biosystems 48 well microelectrode array (MEA) plates and Maestro recording system. Each well of the MEA plate contains a grid of 16 microelectrodes embedded in the culture surface. Electrically active cells, such as neurons, can be cultured over the electrodes, and electrical activity in these cells can be recorded extracellularly. The spontaneous firing of neurons is captured from each electrode on a microsecond timescale providing both temporally and spatially precise data. Because the recordings do not impact the health of the cells, multiple recordings can be made from the same neural network over time in culture. The CCTE_Shafer_MEA_dev assay uses primary cultures of rat cortical neurons. Recordings are made on days post-plating 5, 7, 9 and 12. As these cultures mature over time, neural networks develop functional activity and form cohesive networks in which electrical activity can be highly coordinated. ",0.25,10116.0,rat,cortical,primary cell,,primary cortical cell culture,adherent,microplate: 48-well plate,cell-based,cell-based format,multiplexed,"DMSO, water, or ethanol",0.2,Selected assays,325.0,75.0,250.0
1163,2518,2483,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean,1,1,"Data from the assay component CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean was analyzed into 1 assay endpoint. This assay endpoint, CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean, was analyzed in the negative analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of functional reporter, gain or loss-of-signal activity can be used to understand electrical activity.",electrical activity,percent_activity,0,,bidirectional,extracellular,action potential,neurodevelopment,neural network function: network connectivity,0,0,1,396,1683,573,CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean,"CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean is 1 of 19 assay components of the CCTE_Shafer_MEA_dev assay. It measures the average time interval between network spikes (temporally-clustered groups of actional potential firing across multiple electrodes) as the average time between peaks of consecutive network spikes during a recording in a microelectrode array (MEA) using Axion Biosystems Maestro 768 channel amplifier with the AxIS adaptive spike detector. To collapse across multiple recordings made on days post-plating 5, 7, 9 and 12, the trapezoidal area-under-the-curve of the component is calculated.",The inter-network spike interval is a measure of the network connectivity. Changes in the inter-network spike interval are indicative of changes in coordinated neural network activity.,single,functional reporter,electrical activity,functional neural network activity,microelectrode array (MEA),"extracellular measurements of action potential â€œspikesâ€ and groups of spikes, or burstsÂ ",Axion Biosystems Maestro 768 channel amplifier with the AxIS adaptive spike detector ,,,cellular,electrical activity,20,CCTE_Shafer_MEA_dev,"CCTE_Shafer_MEA_dev assay is conducted using Axion Biosystems 48 well microelectrode array (MEA) plates and Maestro recording system. Each well of the MEA plate contains a grid of 16 microelectrodes embedded in the culture surface. Electrically active cells, such as neurons, can be cultured over the electrodes, and electrical activity in these cells can be recorded extracellularly. The spontaneous firing of neurons is captured from each electrode on a microsecond timescale providing both temporally and spatially precise data. Because the recordings do not impact the health of the cells, multiple recordings can be made from the same neural network over time in culture. The CCTE_Shafer_MEA_dev assay uses primary cultures of rat cortical neurons. Recordings are made on days post-plating 5, 7, 9 and 12. As these cultures mature over time, neural networks develop functional activity and form cohesive networks in which electrical activity can be highly coordinated. ",0.25,10116.0,rat,cortical,primary cell,,primary cortical cell culture,adherent,microplate: 48-well plate,cell-based,cell-based format,multiplexed,"DMSO, water, or ethanol",0.2,Selected assays,275.0,34.0,241.0
1164,2520,2484,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean,1,1,"Data from the assay component CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean was analyzed into 1 assay endpoint. This assay endpoint, CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean, was analyzed in the negative analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of functional reporter, gain or loss-of-signal activity can be used to understand electrical activity.",electrical activity,percent_activity,0,,bidirectional,extracellular,action potential,neurodevelopment,neural network function: network connectivity,0,0,1,396,1683,573,CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean,"CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean is 1 of 19 assay components of the CCTE_Shafer_MEA_dev assay. It measures the average number of spikes (action potential firings) in a network spike (temporally-clustered group of spikes across multiple electrodes) as the number of spikes that occur within a 0.05 s time window at the peak of a network spike divided by the total number of network spikes during a recording in a microelectrode array (MEA) using Axion Biosystems Maestro 768 channel amplifier with the AxIS adaptive spike detector. To collapse across multiple recordings made on days post-plating 5, 7, 9 and 12, the trapezoidal area-under-the-curve of the component is calculated.",The mean number of spikes in network spikes is a measure of the network connectivity. Changes in the mean number of network spikes are indicative of changes in coordinated neural network activity.,single,functional reporter,electrical activity,functional neural network activity,microelectrode array (MEA),"extracellular measurements of action potential â€œspikesâ€ and groups of spikes, or burstsÂ ",Axion Biosystems Maestro 768 channel amplifier with the AxIS adaptive spike detector ,,,cellular,electrical activity,20,CCTE_Shafer_MEA_dev,"CCTE_Shafer_MEA_dev assay is conducted using Axion Biosystems 48 well microelectrode array (MEA) plates and Maestro recording system. Each well of the MEA plate contains a grid of 16 microelectrodes embedded in the culture surface. Electrically active cells, such as neurons, can be cultured over the electrodes, and electrical activity in these cells can be recorded extracellularly. The spontaneous firing of neurons is captured from each electrode on a microsecond timescale providing both temporally and spatially precise data. Because the recordings do not impact the health of the cells, multiple recordings can be made from the same neural network over time in culture. The CCTE_Shafer_MEA_dev assay uses primary cultures of rat cortical neurons. Recordings are made on days post-plating 5, 7, 9 and 12. As these cultures mature over time, neural networks develop functional activity and form cohesive networks in which electrical activity can be highly coordinated. ",0.25,10116.0,rat,cortical,primary cell,,primary cortical cell culture,adherent,microplate: 48-well plate,cell-based,cell-based format,multiplexed,"DMSO, water, or ethanol",0.2,Selected assays,346.0,115.0,231.0
1165,2522,2485,CCTE_Shafer_MEA_dev_per_network_spike_spike_percent,1,1,"Data from the assay component CCTE_Shafer_MEA_dev_per_network_spike_spike_percent was analyzed into 1 assay endpoint. This assay endpoint, CCTE_Shafer_MEA_dev_per_network_spike_spike_percent, was analyzed in the negative analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of functional reporter, gain or loss-of-signal activity can be used to understand electrical activity.",electrical activity,percent_activity,0,,bidirectional,extracellular,action potential,neurodevelopment,neural network function: network connectivity,0,0,1,396,1683,573,CCTE_Shafer_MEA_dev_per_network_spike_spike_percent,"CCTE_Shafer_MEA_dev_per_network_spike_spike_percent is 1 of 19 assay components of the CCTE_Shafer_MEA_dev assay. It measures the percent of spikes (action potential firings) in a network spike (temporally-clustered group of spikes across multiple electrodes) as the number of spikes that occur within a 0.05 s time window at the peak of a network spike divided by the total number of spikes during a recording in a microelectrode array (MEA) using Axion Biosystems Maestro 768 channel amplifier with the AxIS adaptive spike detector. To collapse across multiple recordings made on days post-plating 5, 7, 9 and 12, the trapezoidal area-under-the-curve of the component is calculated.",The percent of spikes in network spikes is a measure of the network connectivity. Changes in the percent of spikes in network spikes are indicative of changes in coordinated neural network activity.,single,functional reporter,electrical activity,functional neural network activity,microelectrode array (MEA),"extracellular measurements of action potential â€œspikesâ€ and groups of spikes, or burstsÂ ",Axion Biosystems Maestro 768 channel amplifier with the AxIS adaptive spike detector ,,,cellular,electrical activity,20,CCTE_Shafer_MEA_dev,"CCTE_Shafer_MEA_dev assay is conducted using Axion Biosystems 48 well microelectrode array (MEA) plates and Maestro recording system. Each well of the MEA plate contains a grid of 16 microelectrodes embedded in the culture surface. Electrically active cells, such as neurons, can be cultured over the electrodes, and electrical activity in these cells can be recorded extracellularly. The spontaneous firing of neurons is captured from each electrode on a microsecond timescale providing both temporally and spatially precise data. Because the recordings do not impact the health of the cells, multiple recordings can be made from the same neural network over time in culture. The CCTE_Shafer_MEA_dev assay uses primary cultures of rat cortical neurons. Recordings are made on days post-plating 5, 7, 9 and 12. As these cultures mature over time, neural networks develop functional activity and form cohesive networks in which electrical activity can be highly coordinated. ",0.25,10116.0,rat,cortical,primary cell,,primary cortical cell culture,adherent,microplate: 48-well plate,cell-based,cell-based format,multiplexed,"DMSO, water, or ethanol",0.2,Selected assays,327.0,101.0,226.0
1166,2524,2486,CCTE_Shafer_MEA_dev_correlation_coefficient_mean,1,1,"Data from the assay component CCTE_Shafer_MEA_dev_correlation_coefficient_mean was analyzed into 1 assay endpoint. This assay endpoint, CCTE_Shafer_MEA_dev_correlation_coefficient_mean, was analyzed in the negative analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of functional reporter, gain or loss-of-signal activity can be used to understand electrical activity.",electrical activity,percent_activity,0,,bidirectional,extracellular,action potential,neurodevelopment,neural network function: network connectivity,0,0,1,396,1683,573,CCTE_Shafer_MEA_dev_correlation_coefficient_mean,"CCTE_Shafer_MEA_dev_correlation_coefficient_mean is 1 of 19 assay components of the CCTE_Shafer_MEA_dev assay. It measures the correlation coefficent of spikes (action potential firings) between every pair of electrodes in a well during a recording in a microelectrode array (MEA) using Axion Biosystems Maestro 768 channel amplifier with the AxIS adaptive spike detector. The pairwise correlations are averaged across active electrodes to report a well-mean value. To collapse across multiple recordings made on days post-plating 5, 7, 9 and 12, the trapezoidal area-under-the-curve of the component is calculated.","Electrical activity is captured from neurons cultured over electrodes. Increases in correlation coefficient indicate that the activity of individual neurons in the network is more synchronous, reflecting increased coordination of activity.",single,functional reporter,electrical activity,functional neural network activity,microelectrode array (MEA),"extracellular measurements of action potential â€œspikesâ€ and groups of spikes, or burstsÂ ",Axion Biosystems Maestro 768 channel amplifier with the AxIS adaptive spike detector ,,,cellular,electrical activity,20,CCTE_Shafer_MEA_dev,"CCTE_Shafer_MEA_dev assay is conducted using Axion Biosystems 48 well microelectrode array (MEA) plates and Maestro recording system. Each well of the MEA plate contains a grid of 16 microelectrodes embedded in the culture surface. Electrically active cells, such as neurons, can be cultured over the electrodes, and electrical activity in these cells can be recorded extracellularly. The spontaneous firing of neurons is captured from each electrode on a microsecond timescale providing both temporally and spatially precise data. Because the recordings do not impact the health of the cells, multiple recordings can be made from the same neural network over time in culture. The CCTE_Shafer_MEA_dev assay uses primary cultures of rat cortical neurons. Recordings are made on days post-plating 5, 7, 9 and 12. As these cultures mature over time, neural networks develop functional activity and form cohesive networks in which electrical activity can be highly coordinated. ",0.25,10116.0,rat,cortical,primary cell,,primary cortical cell culture,adherent,microplate: 48-well plate,cell-based,cell-based format,multiplexed,"DMSO, water, or ethanol",0.2,Selected assays,323.0,104.0,219.0
1167,2526,2487,CCTE_Shafer_MEA_dev_mutual_information_norm,1,1,"Data from the assay component CCTE_Shafer_MEA_dev_mutual_information_norm was analyzed into 1 assay endpoint. This assay endpoint, CCTE_Shafer_MEA_dev_mutual_information_norm, was analyzed in the negative analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of functional reporter, gain or loss-of-signal activity can be used to understand electrical activity.",electrical activity,percent_activity,0,,bidirectional,extracellular,action potential,neurodevelopment,neural network function: network connectivity,0,0,1,396,1683,573,CCTE_Shafer_MEA_dev_mutual_information_norm,"CCTE_Shafer_MEA_dev_mutual_information_norm is 1 of 19 assay components of the CCTE_Shafer_MEA_dev assay. It is a measure of shared information between electrodes during a recording in a microelectrode array (MEA) using Axion Biosystems Maestro 768 channel amplifier with the AxIS adaptive spike detector. To collapse across multiple recordings made on days post-plating 5, 7, 9 and 12, the trapezoidal area-under-the-curve of the component is calculated.","Normalized Mutual Information is a normalized measure of complexity and synchrony in a network that is robust to changes in network size. It is a scalar (rather than pairwise) measure of mutual information in a multivariate network (See Ball et al., Neural Networks. 2017. 95, 29-43 for further information).",single,functional reporter,electrical activity,functional neural network activity,microelectrode array (MEA),"extracellular measurements of action potential â€œspikesâ€ and groups of spikes, or burstsÂ ",Axion Biosystems Maestro 768 channel amplifier with the AxIS adaptive spike detector ,,,cellular,electrical activity,20,CCTE_Shafer_MEA_dev,"CCTE_Shafer_MEA_dev assay is conducted using Axion Biosystems 48 well microelectrode array (MEA) plates and Maestro recording system. Each well of the MEA plate contains a grid of 16 microelectrodes embedded in the culture surface. Electrically active cells, such as neurons, can be cultured over the electrodes, and electrical activity in these cells can be recorded extracellularly. The spontaneous firing of neurons is captured from each electrode on a microsecond timescale providing both temporally and spatially precise data. Because the recordings do not impact the health of the cells, multiple recordings can be made from the same neural network over time in culture. The CCTE_Shafer_MEA_dev assay uses primary cultures of rat cortical neurons. Recordings are made on days post-plating 5, 7, 9 and 12. As these cultures mature over time, neural networks develop functional activity and form cohesive networks in which electrical activity can be highly coordinated. ",0.25,10116.0,rat,cortical,primary cell,,primary cortical cell culture,adherent,microplate: 48-well plate,cell-based,cell-based format,multiplexed,"DMSO, water, or ethanol",0.2,Selected assays,319.0,93.0,226.0
1174,2545,2500,UKN5_HCS_SBAD2_neurite_outgrowth,1,1,"The assay endpoint UKN5_HCS_SBAD2_neurite_outgrowth was analyzed with bidirectional fitting relative to DMSO as the negative control and baseline of activity. Using a type of morphology reporter, gain or loss-of-signal activity can be used to understand developmental effects. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the neurodevelopment intended target family, where the subfamily is neurite outgrowth.",developmental,percent_activity,0,Narciclasine,bidirectional,cellular,cellular,neurodevelopment,neurite outgrowth,0,0,1,72,702,691,UKN5_HCS_SBAD2_neurite_outgrowth,"UKN5_HCS_SBAD2_neurite_outgrowth is an assay component measured from the UKN5_HCS_SBAD2 assay. It is designed to make measurements of neurite outgrowth, a form of morphology reporter, as detected with Fluorescence intensity signals by HCS Fluorescent Imaging.",Changes in the neurite area are indicative of neurodevelopment.,multiplexed,morphology reporter,neurite outgrowth,neurodevelopment,Fluorescence,Fluorescence intensity,HCS Fluorescent Imaging,stain;stain,calcein-AM; Hoechst 33339,cellular,neurite area,27,UKN5_HCS_SBAD2,"UKN5_HCS_SBAD2 is a cell-based, multiplexed-readout assay screening  for neurite outgrowth and cell viability that uses SBAD2 (peripheral neurons differentiated from iPSC), a human peripheral nervous system cell line, with measurements taken at 3 hours after chemical dosing in a microplate: 96-well plate. UKN5, also referred to as PeriTox, is an assay that uses human iPSC line SBAD2 as a model of peripheral neurons. Following 24 hr chemical exposures in multi-well plates, neurite area is evaluated as a marker of neurite outgrowth using high-content imaging of cells stained with calcein-AM. Cell viability is assessed using stain Hoechst H-33342.",3.0,9606.0,human,peripheral nervous system,cell line,,SBAD2 (peripheral neurons differentiated from iPSC),adherent,microplate: 96-well plate,cell-based,cell-based format,multiplexed,DMSO,0.1,Selected assays,56.0,12.0,44.0
1322,2697,2650,UKN2_HCS_IMR90_neural_migration,1,1,"The assay endpoint UKN2_HCS_IMR90_neural_migration was analyzed with bidirectional fitting relative to DMSO as the negative control and baseline of activity. Using a type of morphology reporter, gain or loss-of-signal activity can be used to understand developmental effects. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the neurodevelopment intended target family, where the subfamily is neural crest cell migration.",developmental,percent_activity,0,Cytochalasin D,bidirectional,cellular,cellular,neurodevelopment,neural crest cell migration,0,0,1,71,2005,840,UKN2_HCS_IMR90_neural_migration,"UKN2_HCS_IMR90_neural_migration is an assay component measured from the UKN2_HCS_IMR90 assay. It is designed to make measurements of neural crest cell migration, a form of morphology reporter, as detected with Fluorescence intensity signals by HCS Fluorescent Imaging.",Changes in the number of migrated cells are indicative of neurodevelopment.,multiplexed,morphology reporter,neural crest cell migration,neurodevelopment,Fluorescence,Fluorescence intensity,HCS Fluorescent Imaging,stain;stain,calcein-AM; Hoechst 33341,cellular,number of migrated cells,27,UKN2_HCS_IMR90,"UKN2_HCS_IMR90 is a cell-based, multiplexed-readout assay screening  for neural crest cell migration and cell viability that uses IMR90 (neural crest cells differentiated from iPSC), a human embryo cell line, with measurements taken at 3 hours after chemical dosing in a microplate: 96-well plate. UKN2, also known as cMINC, is an assay that uses IMR90 cells (neural crest cells differentiated from iPSC) as a model of neural crest cell migration. 24 hr after cell seeding, cell migration was initiated and proceeded for 24 hr. Then, chemical was applied, and after 24 hr of exposure migration and viability were assessed using high-content imaging of cells stained with calcein-AM and Hoechst H-33342.",3.0,9606.0,human,embryo,cell line,,IMR90 (neural crest cells differentiated from iPSC),adherent,microplate: 96-well plate,cell-based,cell-based format,multiplexed,DMSO,0.1,Selected assays,63.0,11.0,52.0
1324,2701,2652,UKN4_HCS_LUHMES_neurite_outgrowth,1,1,"The assay endpoint UKN4_HCS_LUHMES_neurite_outgrowth was analyzed with bidirectional fitting relative to DMSO as the negative control and baseline of activity. Using a type of morphology reporter, gain or loss-of-signal activity can be used to understand developmental effects. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the neurodevelopment intended target family, where the subfamily is neurite outgrowth.",developmental,percent_activity,0,Narciclasine,bidirectional,cellular,cellular,neurodevelopment,neurite outgrowth,0,0,1,76,2666,841,UKN4_HCS_LUHMES_neurite_outgrowth,"UKN4_HCS_LUHMES_neurite_outgrowth is an assay component measured from the UKN4_HCS_LHUMES assay. It is designed to make measurements of neurite outgrowth, a form of morphology reporter, as detected with Fluorescence intensity signals by HCS Fluorescent Imaging.",Changes in the neurite area are indicative of neurodevelopment.,multiplexed,morphology reporter,neurite outgrowth,neurodevelopment,Fluorescence,Fluorescence intensity,HCS Fluorescent Imaging,stain;stain,calcein-AM; Hoechst 33343,cellular,neurite area,27,UKN4_HCS_LUHMES,"UKN4_HCS_LUHMES is a cell-based, multiplexed-readout assay screening  for neurite outgrowth and cell viability that uses LUHMES, a human central nervous system cell line, with measurements taken at 3 hours after chemical dosing in a microplate: 96-well plate. UKN4, also referred to as NeuriTox, is an assay that uses LUHMES neuronal precursors as a model of dopaminergic neuronal differentiation. Following a 2-day differentiation period, cells are exposed to chemicals for 24 hr and neurite area is evaluated as a marker of neurite outgrowth using high-content imaging of cells stained with calcein AM. Cell viability is assessed using stain Hoechst H-33342.",3.0,9606.0,human,central nervous system,cell line,,LUHMES,adherent,microplate: 96-well plate,cell-based,cell-based format,multiplexed,DMSO,0.1,Selected assays,54.0,24.0,30.0
